crr_Nom;psu_Nem;psu_Leng;psu_Mate;psu_Cie;psu_Pond;Longitud;Latitud;cred_apr;distancia;F;M;PARTICULAR_SUBVENCIONADO;PARTICULAR_PAGADO;MUNICIPAL;c1;c2;c3;c4
INGENIERIA CIVIL QUIMICA;781;759;653;662;732;-73.051319;-36.784227;3;5.136921;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL - PLAN COMUN;641;668;633;645;642;-73.051319;-36.784227;3;5.136921;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;698;590;662;672;672;-73.051319;-36.784227;0;5.136921;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;764;590;677;722;692;-73.051319;-36.784227;0;5.136921;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;517;550;739;609;636;-73.051319;-36.784227;0;5.136921;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;641;564;594;537;593;-73.051319;-36.784227;0;5.136921;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;579;513;640;529;589;-73.051319;-36.784227;0;5.136921;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL QUIMICA;781;759;653;662;732;-73.051319;-36.784227;0;5.136921;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL - PLAN COMUN;729;603;678;666;694;-73.051319;-36.784227;0;5.136921;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;678;620;651;694;666;-73.051319;-36.784227;0;5.136921;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;579;537;733;582;642;-73.051319;-36.784227;0;5.136921;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;595;574;704;569;628;-73.051319;-36.784227;0;5.136921;1;0;0;1;0;0;0;1;0
INGENIERIA CIVIL AEROESPACIAL;599;600;662;579;625;-73.051319;-36.784227;0;5.136921;1;0;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;599;548;668;561;617;-73.051319;-36.784227;0;5.136921;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;599;540;641;595;608;-73.051319;-36.784227;0;5.136921;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL METALURGICA;702;682;718;766;716;-73.051319;-36.784227;0;5.136921;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL BIOMEDICA;744;681;626;662;669;-73.051319;-36.784227;0;5.136921;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL METALURGICA;682;574;682;584;651;-73.051319;-36.784227;0;5.136921;1;0;0;1;0;0;0;1;0
INGENIERIA CIVIL MECANICA;764;648;603;579;646;-73.051319;-36.784227;0;5.136921;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;620;667;648;628;641;-73.051319;-36.784227;0;5.136921;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL MECANICA;723;592;631;528;633;-73.051319;-36.784227;0;5.136921;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;620;631;640;594;627;-73.051319;-36.784227;0;5.136921;1;0;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;579;576;652;617;617;-73.051319;-36.784227;0;5.136921;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;517;525;708;561;611;-73.051319;-36.784227;0;5.136921;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL AEROESPACIAL;558;590;622;600;598;-73.051319;-36.784227;0;5.136921;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;661;499;609;539;595;-73.051319;-36.784227;0;5.136921;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;641;502;580;525;575;-73.051319;-36.784227;0;5.136921;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;435;510;637;586;553;-73.051319;-36.784227;0;5.136921;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;560;542;569;597;567;-72.2776389;-37.4563056;0;96.90397;0;1;0;0;1;0;0;0;1
INGENIERiA CIVIL DE MINAS;754;634;751;679;736;-72.3520258;-37.4770668;38;130;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL BIOMEDICA;785;641;728;697;725;-72.3520258;-37.4770668;37;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL BIOMEDICA;682;683;686;650;679;-72.3520258;-37.4770668;37;94.172431;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL BIOMEDICA;641;695;666;645;661;-72.3520258;-37.4770668;37;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL ELECTRICA;558;552;756;603;653;-72.3520258;-37.4770668;36;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;748;710;728;745;748;-72.3520258;-37.4770668;36;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;717;716;768;730;745;-72.3520258;-37.4770668;36;94.172431;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL ELECTRICA;667;636;850;760;743;-72.3520258;-37.4770668;36;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;744;794;679;693;715;-72.3520258;-37.4770668;36;94.172431;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL DE MATERIALES;513;657;685;675;611;-72.3520258;-37.4770668;36;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;805;747;850;749;808;-72.3520258;-37.4770668;36;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;723;831;800;786;783;-72.3520258;-37.4770668;36;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;764;695;800;776;772;-72.3520258;-37.4770668;36;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL;702;683;850;692;764;-72.3520258;-37.4770668;36;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;764;681;727;760;734;-72.3520258;-37.4770668;36;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;723;736;727;743;730;-72.3520258;-37.4770668;36;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;744;703;694;731;713;-72.3520258;-37.4770668;36;94.172431;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;723;712;702;661;703;-72.3520258;-37.4770668;36;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;744;641;716;640;700;-72.3520258;-37.4770668;36;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL ELECTRICA;702;674;702;667;693;-72.3520258;-37.4770668;36;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;723;601;673;687;677;-72.3520258;-37.4770668;36;94.172431;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL ELECTRONICA;641;655;675;628;656;-72.3520258;-37.4770668;36;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;620;502;702;626;640;-72.3520258;-37.4770668;36;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;558;496;713;653;633;-72.3520258;-37.4770668;36;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;496;558;644;614;590;-72.3520258;-37.4770668;36;94.172431;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL MECANICA;692;660;816;681;736;-72.3520258;-37.4770668;34;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL - PLAN COMUN;637;598;775;711;692;-72.3520258;-37.4770668;34;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;641;595;756;694;683;-72.3520258;-37.4770668;34;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL QUIMICA;744;657;717;708;713;-72.3520258;-37.4770668;33;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;608;705;817;693;707;-72.3520258;-37.4770668;33;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;723;716;711;640;704;-72.3520258;-37.4770668;33;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;688;695;695;672;697;-72.3520258;-37.4770668;33;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL METALURGICA;702;733;684;645;690;-72.3520258;-37.4770668;33;94.172431;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;569;729;728;626;655;-72.3520258;-37.4770668;33;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL MECANICA;637;568;685;644;649;-72.3520258;-37.4770668;33;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;599;589;675;602;632;-72.3520258;-37.4770668;33;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL;476;629;806;626;670;-72.3520258;-37.4770668;33;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;517;572;718;638;634;-72.3520258;-37.4770668;33;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;605;697;673;652;649;-72.3520258;-37.4770668;31;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;620;660;713;639;671;-72.3520258;-37.4770668;30;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;599;527;725;648;639;-72.3520258;-37.4770668;30;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;661;760;727;662;706;-72.3520258;-37.4770668;28;94.172431;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;682;618;661;605;651;-72.3520258;-37.4770668;28;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL MECANICA;579;652;752;690;684;-72.3520258;-37.4770668;27;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL MECANICA;558;646;772;663;683;-72.3520258;-37.4770668;27;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;544;624;686;672;619;-72.3520258;-37.4770668;27;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;558;600;672;583;611;-72.3520258;-37.4770668;27;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL;764;699;738;686;731;-72.3520258;-37.4770668;27;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;682;596;719;539;664;-72.3520258;-37.4770668;27;94.172431;1;0;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;599;613;667;644;638;-72.3520258;-37.4770668;27;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;620;626;644;634;634;-72.3520258;-37.4770668;27;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL MECANICA;682;726;716;697;706;-72.3520258;-37.4770668;27;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL ELECTRONICA;783;716;671;718;741;-72.3520258;-37.4770668;24;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;647;606;727;679;676;-72.3520258;-37.4770668;24;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL;682;694;672;637;675;-72.3520258;-37.4770668;21;94.172431;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;723;761;688;680;703;-72.3520258;-37.4770668;19;94.172431;1;0;0;1;0;1;0;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;599;614;713;641;659;-72.3520258;-37.4770668;19;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;558;590;657;603;614;-72.3520258;-37.4770668;19;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;620;589;646;571;620;-72.3520258;-37.4770668;18;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;538;623;641;630;611;-72.3520258;-37.4770668;18;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;517;703;627;619;610;-72.3520258;-37.4770668;17;94.172431;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;599;574;695;663;648;-72.3520258;-37.4770668;17;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;579;605;624;583;604;-72.3520258;-37.4770668;15;94.172431;1;0;0;1;0;0;0;0;1
INGENIERIA CIVIL BIOMEDICA;558;595;656;561;598;-72.3520258;-37.4770668;15;94.172431;1;0;0;1;0;0;0;0;1
INGENIERIA CIVIL INFORMATICA;538;631;661;630;621;-72.3520258;-37.4770668;12;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;517;638;708;616;636;-72.3520258;-37.4770668;10;94.172431;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL MECANICA;641;642;661;637;650;-72.3520258;-37.4770668;9;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL AEROESPACIAL;641;667;725;678;688;-72.3520258;-37.4770668;8;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL ELECTRONICA;599;664;666;663;649;-72.3520258;-37.4770668;8;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;538;703;652;640;629;-72.3520258;-37.4770668;8;94.172431;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;476;505;719;620;611;-72.3520258;-37.4770668;8;94.172431;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;558;542;637;612;599;-72.3520258;-37.4770668;8;94.172431;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;441;669;658;644;571;-72.3520258;-37.4770668;6;94.172431;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL;702;736;716;595;697;-72.3520258;-37.4770668;6;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;661;693;666;734;679;-72.3520258;-37.4770668;3;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;653;598;630;622;640;-72.3520258;-37.4770668;3;94.172431;1;0;0;1;0;0;0;0;1
INGENIERIA CIVIL BIOMEDICA;641;664;680;602;656;-72.3520258;-37.4770668;0;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;661;574;629;580;621;-72.3520258;-37.4770668;0;94.172431;0;1;0;1;0;0;0;0;1
INGENIERIA CIVIL ELECTRONICA;665;695;741;672;703;-72.3520258;-37.4770668;0;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL DE MATERIALES;544;663;719;684;637;-72.3520258;-37.4770668;0;94.172431;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;517;760;688;671;629;-72.3520258;-37.4770668;0;94.172431;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;579;702;627;625;626;-72.3520258;-37.4770668;0;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;517;594;641;605;598;-72.3520258;-37.4770668;0;94.172431;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;517;594;641;605;598;-72.3520258;-37.4770668;0;94.172431;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL ELECTRICA;620;700;660;628;651;-72.3520258;-37.4770668;0;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;620;674;667;626;650;-72.3520258;-37.4770668;0;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;661;607;675;571;646;-72.3520258;-37.4770668;0;94.172431;0;1;0;1;0;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;435;683;702;626;621;-72.3520258;-37.4770668;0;94.172431;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;599;636;628;587;616;-72.3520258;-37.4770668;0;94.172431;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;558;582;640;576;601;-72.3520258;-37.4770668;0;94.172431;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;517;510;615;557;566;-72.3520258;-37.4770668;0;94.172431;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;476;521;580;634;553;-72.3520258;-37.4770668;0;94.172431;0;1;0;1;0;0;0;1;0
INGENIERIA CIVIL AEROESPACIAL;579;667;822;630;709;-72.3520258;-37.4770668;0;94.172431;0;1;0;1;0;1;0;0;0
INGENIERIA CIVIL QUIMICA;756;591;794;681;747;-73.1087854;-36.7182935;40;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;723;583;671;633;665;-73.1087854;-36.7182935;37;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;826;678;722;700;741;-73.1087854;-36.7182935;38;13.878846;0;1;0;0;1;1;0;0;0
INGENIERIA CIVIL BIOMEDICA;702;613;661;692;669;-73.1087854;-36.7182935;37;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;682;629;636;677;653;-73.1087854;-36.7182935;37;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;682;620;650;630;651;-73.1087854;-36.7182935;37;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;702;571;640;617;642;-73.1087854;-36.7182935;37;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;723;510;648;538;635;-73.1087854;-36.7182935;36;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL ELECTRICA;620;558;636;660;624;-73.1087854;-36.7182935;36;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL METALURGICA;538;552;696;619;623;-73.1087854;-36.7182935;36;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL QUIMICA;744;723;800;690;758;-73.1087854;-36.7182935;36;13.878846;1;0;0;0;1;1;0;0;0
INGENIERIA CIVIL AEROESPACIAL;764;674;694;661;704;-73.1087854;-36.7182935;36;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL QUIMICA;661;703;722;718;703;-73.1087854;-36.7182935;36;13.878846;0;1;0;0;1;1;0;0;0
INGENIERIA CIVIL AEROESPACIAL;579;553;740;640;657;-73.1087854;-36.7182935;36;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL METALURGICA;579;586;750;553;653;-73.1087854;-36.7182935;36;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL METALURGICA;723;591;629;648;650;-73.1087854;-36.7182935;36;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL METALURGICA;661;517;667;557;627;-73.1087854;-36.7182935;36;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL QUIMICA;579;559;673;626;622;-73.1087854;-36.7182935;36;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;702;585;590;574;615;-73.1087854;-36.7182935;36;13.878846;1;0;0;0;1;0;0;1;0
INGENIERIA CIVIL MECANICA;661;541;606;537;600;-73.1087854;-36.7182935;36;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL MECANICA;641;449;602;576;585;-73.1087854;-36.7182935;36;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL MECANICA;682;646;696;657;679;-73.1087854;-36.7182935;33;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL;558;579;806;647;686;-73.1087854;-36.7182935;33;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;688;726;718;833;730;-73.1087854;-36.7182935;30;13.878846;0;1;0;0;1;1;0;0;0
INGENIERIA CIVIL QUIMICA;764;646;696;679;703;-73.1087854;-36.7182935;30;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;620;592;648;699;640;-73.1087854;-36.7182935;30;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;713;711;597;639;677;-73.1087854;-36.7182935;29;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL MECANICA;698;650;682;626;689;-73.1087854;-36.7182935;28;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL METALURGICA;661;626;694;734;682;-73.1087854;-36.7182935;28;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INFORMATICA;696;685;651;637;680;-73.1087854;-36.7182935;27;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL METALURGICA;620;458;660;574;612;-73.1087854;-36.7182935;27;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL METALURGICA;723;667;661;623;672;-73.1087854;-36.7182935;27;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;764;635;640;649;692;-73.1087854;-36.7182935;26;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;682;530;696;582;651;-73.1087854;-36.7182935;24;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;661;552;636;682;650;-73.1087854;-36.7182935;24;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;538;576;656;596;606;-73.1087854;-36.7182935;24;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL INDUSTRIAL;713;560;673;639;677;-73.1087854;-36.7182935;23;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INFORMATICA;686;639;614;637;656;-73.1087854;-36.7182935;23;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL MECANICA;682;585;690;616;661;-73.1087854;-36.7182935;21;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;661;618;627;653;650;-73.1087854;-36.7182935;21;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INFORMATICA;538;659;652;642;608;-73.1087854;-36.7182935;21;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;558;508;606;559;564;-73.1087854;-36.7182935;21;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;455;518;671;568;579;-73.1087854;-36.7182935;18;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;542;582;604;559;573;-73.1087854;-36.7182935;18;13.878846;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL ELECTRICA;682;585;657;626;648;-73.1087854;-36.7182935;18;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;723;499;631;587;628;-73.1087854;-36.7182935;18;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;740;674;672;620;711;-73.1087854;-36.7182935;17;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;538;528;756;542;635;-73.1087854;-36.7182935;15;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;641;540;692;534;633;-73.1087854;-36.7182935;15;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;682;542;620;552;618;-73.1087854;-36.7182935;15;13.878846;1;0;0;0;1;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;626;576;564;529;592;-73.1087854;-36.7182935;15;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;496;587;701;642;624;-73.1087854;-36.7182935;15;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL INFORMATICA;641;615;724;581;665;-73.1087854;-36.7182935;10;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL METALURGICA;661;659;640;703;650;-73.1087854;-36.7182935;9;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;661;569;586;582;602;-73.1087854;-36.7182935;8;13.878846;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL ELECTRICA;579;505;586;597;574;-73.1087854;-36.7182935;8;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;558;592;606;607;564;-73.1087854;-36.7182935;6;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;641;674;613;652;635;-73.1087854;-36.7182935;3;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL ELECTRICA;661;663;625;600;636;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;579;624;608;626;606;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;641;567;606;583;605;-73.1087854;-36.7182935;0;13.878846;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;661;642;576;553;604;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;620;507;631;548;597;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;661;570;562;576;590;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;682;502;548;525;571;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;661;601;558;433;571;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;579;594;572;479;563;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL ELECTRONICA;688;726;718;833;730;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;1;0;0;0
INGENIERIA CIVIL INFORMATICA;696;685;651;637;680;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;723;633;661;574;659;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL MECANICA;723;633;661;574;659;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL INFORMATICA;686;639;614;637;656;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL INFORMATICA;641;681;663;595;655;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INFORMATICA;641;638;618;614;626;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL ELECTRICA;620;573;634;637;622;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;620;592;637;569;616;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;637;601;589;563;614;-73.1087854;-36.7182935;0;13.878846;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;620;514;615;598;599;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;1;0
