crr_Nom;psu_Nem;psu_Leng;psu_Mate;psu_Cie;psu_Pond;Longitud;Latitud;cred_apr;distancia;F;M;PARTICULAR_SUBVENCIONADO;PARTICULAR_PAGADO;MUNICIPAL;c1;c2;c3;c4
INGENIERIA CIVIL ELECTRICA;641;574;677;613;643;-72.3552455;-37.4696422;9;93.360856;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL ELECTRICA;641;603;626;529;612;-72.3552455;-37.4696422;9;93.360856;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;517;613;623;609;593;-72.3552455;-37.4696422;9;93.360856;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;599;518;572;525;564;-72.3552455;-37.4696422;9;93.360856;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;579;521;595;543;572;-72.3552455;-37.4696422;9;93.360856;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL ELECTRICA;558;746;656;649;644;-72.3552455;-37.4696422;9;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL MECANICA;641;626;724;766;695;-72.3552455;-37.4696422;8;93.360856;0;1;0;0;1;1;0;0;0
INGENIERIA CIVIL ELECTRONICA;661;619;657;659;653;-72.3552455;-37.4696422;8;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL;744;678;701;716;711;-72.3552455;-37.4696422;6;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL METALURGICA;605;692;681;668;654;-72.3552455;-37.4696422;6;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;641;645;641;589;651;-72.3552455;-37.4696422;6;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;548;672;638;611;604;-72.3552455;-37.4696422;3;93.360856;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;641;546;592;529;588;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;723;660;615;585;644;-72.3552455;-37.4696422;0;93.360856;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;620;628;636;619;628;-72.3552455;-37.4696422;0;93.360856;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;641;620;628;600;626;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;620;556;667;548;621;-72.3552455;-37.4696422;0;93.360856;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL METALURGICA;641;620;602;553;607;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;579;579;640;552;602;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;641;613;589;539;598;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;620;635;576;580;596;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;661;618;552;613;598;-72.3552455;-37.4696422;0;93.360856;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;661;648;609;617;629;-72.3552455;-37.4696422;0;93.360856;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;620;596;600;571;600;-72.3552455;-37.4696422;0;93.360856;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL BIOMEDICA;599;619;606;619;608;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;708;616;712;664;701;-72.3552455;-37.4696422;0;93.360856;1;0;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;605;692;681;668;653;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;548;672;638;611;604;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;548;672;638;611;604;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL MECANICA;723;692;681;634;705;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;702;688;671;683;683;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;684;591;704;622;679;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;1;0;0
INGENIERiA CIVIL DE MINAS;744;641;659;619;677;-72.3552455;-37.4696422;0;93.360856;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL METALURGICA;674;636;673;595;668;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL METALURGICA;682;615;677;624;661;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INFORMATICA;682;574;684;579;651;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;674;626;630;558;647;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;641;537;639;579;615;-72.3552455;-37.4696422;0;93.360856;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;641;537;639;579;615;-72.3552455;-37.4696422;0;93.360856;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL BIOMEDICA;661;574;595;592;608;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL INFORMATICA;599;607;606;592;602;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;496;506;668;605;591;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL QUIMICA;682;675;738;729;713;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;1;0;0;0
INGENIERIA CIVIL ELECTRONICA;682;600;677;620;658;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL ELECTRICA;682;618;671;598;655;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL MECANICA;641;678;652;664;655;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;661;636;661;642;654;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;682;650;622;651;650;-72.3552455;-37.4696422;0;93.360856;1;0;0;0;1;0;1;0;0
INGENIERIA CIVIL MECANICA;620;639;656;693;650;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INFORMATICA;599;686;666;613;644;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;620;587;648;631;629;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL ELECTRICA;682;593;608;626;627;-72.3552455;-37.4696422;0;93.360856;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL METALURGICA;641;608;629;616;627;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL ELECTRICA;661;624;603;606;621;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;620;513;661;587;617;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;579;613;617;650;612;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;620;594;614;596;610;-72.3552455;-37.4696422;0;93.360856;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;620;648;593;587;607;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;496;655;640;591;604;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;579;531;624;617;598;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;517;505;661;561;587;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;538;613;595;576;581;-72.3552455;-37.4696422;0;93.360856;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;517;521;615;578;571;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;579;452;652;570;591;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;579;571;557;567;566;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;641;683;615;619;632;-72.3552455;-37.4696422;0;93.360856;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;496;557;586;552;554;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL QUIMICA;682;658;667;665;669;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;641;582;598;576;603;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;661;661;617;613;634;-72.3552455;-37.4696422;0;93.360856;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;702;602;603;562;621;-72.3552455;-37.4696422;0;93.360856;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL;667;650;713;644;692;-72.6684718;-36.8237875;30;32.812141;1;0;0;0;1;0;1;0;0
INGENIERIA CIVIL ELECTRICA;707;582;659;567;674;-72.6684718;-36.8237875;30;32.812141;1;0;0;0;1;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;641;476;585;524;574;-72.6684718;-36.8237875;0;32.812141;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL QUIMICA;805;716;695;697;726;-72.397836;-37.034037;36;61.260824;1;0;0;0;1;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;785;636;692;598;693;-72.397836;-37.034037;36;61.260824;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL METALURGICA;764;569;640;592;653;-72.397836;-37.034037;27;61.260824;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;740;571;660;512;691;-72.397836;-37.034037;20;61.260824;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;637;668;653;611;652;-72.397836;-37.034037;9;61.260824;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INFORMATICA;764;661;652;562;668;-72.397836;-37.034037;7;61.260824;0;1;0;0;1;0;0;0;1
INGENIERiA CIVIL DE MINAS;641;759;658;619;671;-72.397836;-37.034037;0;61.260824;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;744;631;625;630;656;-72.397836;-37.034037;0;61.260824;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL ELECTRONICA;637;668;653;611;652;-72.397836;-37.034037;0;61.260824;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INFORMATICA;702;615;617;542;627;-72.397836;-37.034037;0;61.260824;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL METALURGICA;723;597;682;646;674;-72.296665;-37.73799;21;120.334957;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INFORMATICA;805;560;602;564;641;-72.0301531;-36.799115;27;89.828832;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;662;629;725;674;687;-73.112167;-36.843472;36;6.966024;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;743;607;679;595;672;-73.112167;-36.843472;36;6.966024;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;682;646;633;679;654;-73.112167;-36.843472;33;6.966024;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;641;558;657;653;638;-73.112167;-36.843472;33;6.966024;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;641;626;642;595;632;-73.112167;-36.843472;30;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL ELECTRICA;601;675;627;595;623;-73.112167;-36.843472;30;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL ELECTRICA;662;617;623;548;621;-73.112167;-36.843472;27;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL ELECTRICA;662;569;601;605;612;-73.112167;-36.843472;27;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;580;619;646;628;623;-73.112167;-36.843472;24;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL ELECTRONICA;703;563;586;592;613;-73.112167;-36.843472;18;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL ELECTRONICA;662;546;583;579;605;-73.112167;-36.843472;18;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL ELECTRONICA;621;529;616;592;601;-73.112167;-36.843472;18;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;641;508;570;545;575;-73.112167;-36.843472;15;6.966024;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL ELECTRONICA;662;733;627;595;647;-73.112167;-36.843472;3;6.966024;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;662;633;567;595;605;-73.112167;-36.843472;3;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;641;552;593;585;598;-73.112167;-36.843472;0;6.966024;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL INFORMATICA;601;580;604;582;596;-73.112167;-36.843472;0;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;641;605;571;578;595;-73.112167;-36.843472;0;6.966024;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;621;585;567;589;587;-73.112167;-36.843472;0;6.966024;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;621;576;583;548;586;-73.112167;-36.843472;0;6.966024;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;641;513;593;524;583;-73.112167;-36.843472;0;6.966024;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;519;574;576;574;561;-73.112167;-36.843472;0;6.966024;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL ELECTRONICA;725;661;668;633;714;-73.112167;-36.843472;36;6.966024;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL MECANICA;693;567;633;583;667;-73.112167;-36.843472;36;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL METALURGICA;580;579;696;684;649;-73.112167;-36.843472;36;6.966024;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;658;480;653;629;645;-73.112167;-36.843472;36;6.966024;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;693;606;677;629;693;-73.112167;-36.843472;35;6.966024;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;770;660;678;626;727;-73.112167;-36.843472;32;6.966024;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRICA;703;746;624;527;691;-73.112167;-36.843472;32;6.966024;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;597;505;728;591;638;-73.112167;-36.843472;32;6.966024;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;699;582;616;564;665;-73.112167;-36.843472;29;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL ELECTRONICA;723;685;729;619;714;-73.112167;-36.843472;27;6.966024;0;1;1;0;0;1;0;0;0
INGENIERIA CIVIL ELECTRICA;713;645;658;668;706;-73.112167;-36.843472;27;6.966024;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;560;583;624;602;599;-73.112167;-36.843472;27;6.966024;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;607;645;646;579;635;-73.112167;-36.843472;25;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;627;597;579;569;614;-73.112167;-36.843472;25;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL ELECTRICA;637;692;653;569;660;-73.112167;-36.843472;24;6.966024;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;627;646;637;650;648;-73.112167;-36.843472;24;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;666;525;585;444;616;-73.112167;-36.843472;24;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;560;563;627;637;602;-73.112167;-36.843472;24;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;560;590;607;579;589;-73.112167;-36.843472;24;6.966024;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;601;543;646;597;617;-73.112167;-36.843472;23;6.966024;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;682;603;606;615;659;-73.112167;-36.843472;22;6.966024;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL INFORMATICA;641;552;644;520;616;-73.112167;-36.843472;22;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;682;615;624;619;669;-73.112167;-36.843472;21;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL ELECTRONICA;654;503;620;517;623;-73.112167;-36.843472;21;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;601;600;630;593;617;-73.112167;-36.843472;21;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;654;464;561;558;604;-73.112167;-36.843472;21;6.966024;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;658;464;561;558;604;-73.112167;-36.843472;21;6.966024;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;627;567;563;515;598;-73.112167;-36.843472;21;6.966024;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL ELECTRONICA;699;668;584;615;672;-73.112167;-36.843472;20;6.966024;0;1;1;0;0;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;625;626;585;578;621;-73.112167;-36.843472;19;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;605;554;582;549;602;-73.112167;-36.843472;18;6.966024;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;601;582;584;602;602;-73.112167;-36.843472;18;6.966024;0;1;1;0;0;0;0;0;1
INGENIERIA CIVIL ELECTRONICA;658;527;634;565;639;-73.112167;-36.843472;14;6.966024;0;1;1;0;0;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;662;452;552;322;577;-73.112167;-36.843472;14;6.966024;1;0;1;0;0;0;0;0;1
